Lyrics,Mood
"Rose, elle avait seize ans, c'était une gamine
Elle aimait s'amuser, n'y voyait pas de mal
Ses parents la gardaient comme une perle fine
Elle passait la fenêtre et s'en allait au bal
Elle voulait s'amuser, c'est vrai, je le répète
Elle aimait les garçons, surtout pour en rêver
Elle ne savait rien des envers de la fête
Elle couchait parfois, mais pour se réchauffer

Elle ne savait rien, j'en suis presque certaine
Car sa mère disait qu'elle avait bien le temps
Aussi ce fut après bon nombre de semaines
Qu'elle sut que, peut-être, elle portait un enfant
Elle n'y crut pas trop ou s'empêcha d'y croire
Un jour, elle ne put le cacher plus longtemps
Son père la chassa comme dans les histoires
Et le garçon se moqua d'elle, évidemment

Rose aurait bien voulu ne pas garder la chose
Qu'elle désavouait de tout son corps surpris
Mais il était trop tard et la métamorphose
Continuait sans elle et l'effrayait aussi
Quand elle se débattit pour la jeter au monde
Elle dit que surtout, elle n'en voulait pas
Mais on lui mit aux bras une poupée si blonde
Que toute son enfance au cœur lui remonta

Elle essaya de vivre et n'y fut pas habile
La misère est plus dure à qui ne comprend rien
Elle était isolée dans le désert des villes
Et personne, jamais, ne lui tendit la main
Elle ne savait pas, et vous devez me croire,
Qu'un enfant, ça diffère un peu d'une poupée
Et quand elle sortait, elle avait en mémoire
Qu'il était dans sa boîte et qu'elle l'avait rangé

Mais un jour qu'elle avait, plus fort que d'habitude,
Joué à la maman et qu'il ne bougeait plus
Elle a vu plus de gens que dans sa solitude
Quand elle avait besoin il n'en était venu
Vous allez la juger du haut de votre tête
Monsieur le président et Messieurs de la cour
N'oubliez pas, surtout, qu'avec nous tous vous êtes
Coupables de silence et de manque d'amour

Le malheur, voyez-vous, est une autre planète
Et nous devrions bien la découvrir un jour",Sad
"Alors, on serait les plumes 
De deux oreillers jumeaux 
On serait des clairs de lune 
Racontés par des oiseaux 
Tu aurais ma balançoire 
Et je prendrais ton chagrin 
Et du fond de la nuit noire 
Tu reconnaîtrais ma main 

{Refrain:} 
Je veux te prendre sur mon dos 
Pour sauter le ruisseau 
Ruisseau des rêves, ruisseau bleu 
Qui mieux se passe à deux {x2} 

Alors, on serait les princes 
D’un pays plein d’oliviers 
On serait le vent qui grince 
Les girouettes des clochers 
Je te passerais ma fronde 
Et j’étranglerais ta peur 
Puis on croquerait le monde 
À la barbe du malheur 

{au Refrain} 

Alors, on serait les pages 
D’un livre jamais écrit 
Aux mots tellement sauvages 
Qu’ils ressemblent à des cris 
Moi, je prendrais tes silences 
Et je les ferais chanter 
Et toi, tu ferais ta danse 
De tous mes pas trébuchés 

{au Refrain} 

Alors, on serait fugace 
L'ombre de deux chats tigrés 
Ou deux oiseaux sur la glace 
Fragile d’un lac gelé 
Entre l’éveil et le somme 
On ne saurait plus jamais 
Qui est l’une ou l’autre comme 
Les deux faces d’un reflet 

{au Refrain}",Sad
"S'il fallait faire la guerre, mon beau,
Bien sûr tu irais la faire, bravo!
Et malgré que tu détestes
Les fusils et tout le reste,
Ton dernier regard, je ne l'aurais pas sur le quai d' la gare.
Ton dernier regard, tu me le donnerais trop tard.
Quand vous vous trouvez entre hommes, mon grand,
Ça se passe toujours comme dans l' temps,
Comme sur les bancs de classe
Quand les filles vous embarrassent.
C'était le bon temps, on courait la lande, on courait les chats.
Nous, pendant ce temps, on restait près de nos mamans.
Car la vie est ainsi faite, mon doux:
Vous partez et ce qui reste, c'est nous,
Nous qui nous cassons la tête
À vous attendre, c'est bête,
Mais il ne faut pas que ça nous chagrine et caetera,
La soupe cuira pour nos prochains petits soldats.
A la guerre comme à la chasse, c'est vrai,
Ce n'est jamais notre place, je sais.
Nous faisons des maladresses,
Et avec notre tendresse
Nous dérangeons tout, Dieu merci. Vous ne le faites pas, vous!
Nous dérangeons tout, nous mettons notre c?ur partout.
Mais on est mieux à se battre, je crois,
Qu'à rester auprès de l'âtre si froid;
Et si c'était à refaire,
Comme le disait mon frère,
Moi, je vous le dis, tous en moins d'une heure, seraient repartis,
Nos frères, nos maris, et nos amours et nos petits.
Laisse-moi penser encore, mon beau,
Que tout ça, c'est du folklore mélo,
De l'histoire inévitable
Que l'on se raconte à table,
Et que mon regard ne te suivra pas sur le quai d'une gares
Et que nos regards ne se croiseront pas trop tard.",Sad
"Et s'ils filent tous dans la lune
Qui restera garder
Notre Terre avec ses dunes
Ses mers, ses vergers ?
Et s'ils cultivent les planètes
Qui gardera les yeux
Sur les blés, les pâquerettes
Les forêts de nos aïeux ?

Et bien, va, nous serons les concierges
De la terre qu'ils nous auront donnée
Et nous frôlerons les cent vingt berges
Puisque nous pourrons nous promener
Et nous ferons sans nous presser
Quelques petits jardiniers

Et s'ils nous envoient des nouvelles
S'ils nous disent ""Venez !
Par là-haut, la vie est belle
On est plus légers
On a trouvé dans les étoiles
Un fruit qui fait vivre mille ans
Une usine monumentale
En fait un liquide blanc""

Eh bien, va, nous soignerons les vignes
De la terre à ses nouveaux matins
Et à moins d'avoir bien de la guigne
Nous en tirerons de beaux raisins
Et nous ferons peut-être bien
De petits buveurs de vin

Et s'ils nous disent leurs découvertes
Leurs hivers phosphorescents
Où tombe une neige verte
Leurs étranges océans
Plus dépeuplés qu'une mer morte
Mais cerclés de gros oiseaux blancs
Dont la chair, le diable l'emporte
Est mi-vache, mi-merlan

Eh bien, va, nous irons à la fraîche
Sur la mer qu'ils ne connaîtront plus
Et nous rapporterons de notre pêche
Les plus vrais poissons que l'on ait vus
Et nous ferons à temps perdu
De petits pêcheurs de plus

Un jour, après un long périple
Ils reviendront chez nous
À bord d'une fusée triple
En métal de n'importe où
Là, pensant trouver une Lune
Pas encore explorée
S'émerveilleront voyant une
Plaine verte et des champs dorés

Alors, va, nos fils sauront leur dire
Qu'on n'est pas si mal sur ce plancher
Qu'on y prend encore le temps de rire
Qu'on y prend encore le temps d'aimer
Mais qu'ils peuvent toujours rester
Comme apprentis jardiniers {x2}",Happy
"Petit mouton noir et frisé
Qui voulait s'amuser
Par un soir, un beau soir d'été
Marchait dans la cité
Petit mouton qui s'ennuyait
Donnait des coups de pied
Dans une boîte abandonnée
Une boîte de cassoulet

{x2:}
Quel est son nom ? La belle affaire !
Vous le connaissez bien
Si ce n'est lui, c'était son frère
C'était quelqu'un des siens

Un loup qui fermait son café
Avec sa grosse clef
S'arrête en le voyant passer
Fallait plus rigoler
- Ah, c'est toi qui m'as réveillé
Ce dimanche dernier !
Moi, je vais t'apprendre à crier
Je vais te faire danser !

{x2:}
- Ne vous mettez pas en colère
Moi, je n'y suis pour rien
- Si ce n'est toi, c'est donc ton frère
C'est donc quelqu'un des tiens

C'est sûrement toi qui as taggé
Les murs de mon café
- Mais voyons, vous me connaissez
Je ne sais pas dessiner
- Ah ça ! Tu me prends pour un dingue
Moi, je vais te casser !
Le loup s'emporte et puis le flingue
Et sans autre procès

Ou s'il ne l'a pas fait, le fera tout à l'heure
La raison du plus fort est toujours la meilleure
Il y a trop longtemps qu'on le sait

{x3:}
Car après lui, ce sera son frère
Ce sera quelqu'un des siens",Sad
"Si je ne parle pas cependant que je chante 
Si je n’explique pas le sens de mes chansons 
Si je ne cite pas d’aventures touchantes 
Et si je me présente sans trop de façons 
Ce n’est pas, voyez-vous, que j’ai de l’arrogance 
Et ceux qui le diront, c’est qu’ils n’ont rien compris 
Mais j’en dis bien assez dans mes chansons, je pense 
Ce n’est pas bavarder que je viens faire ici 

Si j’ai chanté, c’est pour ne plus me taire 
Pour moi, chanter c’était mieux que parler 

Les chansons que je chante ont déjà leur histoire 
Et ne sont pas tombées de la dernière pluie 
Je sais le poids des mots et vous pouvez me croire 
Si je dis que je tremble quand je les choisis 
À quoi vous servirait qu’entre-temps je m’égare 
À prononcer des phrases au hasard, comme ça 
N’attendez pas que je raconte des histoires 
Sachez que la pudeur ça existe parfois 

Si j’ai chanté, c’est pour ne plus me taire 
Pour moi, chanter c’était mieux que parler 

Non, je ne parle pas à moins d’extrême urgence 
Et même alors, c’est à regret que je le fais 
Mais j’écris des chansons où l’on trouve, je pense 
Ce qu’un autre que moi en phrases vous dirait 
Mais pourtant celle-ci qui me semble assez claire 
Je ne suis pas vraiment sûre qu’on l’entendra 
Je sais qu’il y en a, et ça me désespère, 
Qui se plaindront encore que je ne parle pas 

Si j’ai chanté, c’est pour ne plus me taire 
Pour moi, chanter c’était mieux que parler",Sad
"Si la pluie te mouille
Mon amour nouveau
Si la pluie te mouille
N'aie pas peur de l'eau
Tu te fais grenouille
Mon amour tout beau
Et la pluie vadrouille
Le long de ton dos
Si le vent t'évente
Mon amour léger
Si le vent t'évente
Ce n'est pas un danger
En feuille volante
Tu peux te changer
En feuille mouvante
Sans te déranger

Si la nuit te cache
Mon si clair amour
Si la nuit te cache
Reviendra le jour
Rompons nos attaches
Prenons ce détour
Qui déjà nous lâche
Dans le petit jour
Et si l'amour passe
Mon amour têtu
Et si l'amour passe
À cœur-que-veux-tu
Lui ferons la chasse
Et c'est bien couru
Un amour tenace
N'est jamais perdu

Si la pluie te mouille
Mon amour nouveau
Si la pluie te mouille {x3}
Ce n'est que de l'eau",Sad
"Si mon âme en partant ne peut, dans ses bagages, 
Emporter la douceur d'une soirée de mai 
S'il lui faut oublier qu'existèrent jamais 
Les algues, les cailloux ramassés sur les plages 
Ne pourrait-elle au moins sauver quelques nuages ? 
De ceux qui couronnaient Sainte-Rose-du-Nord 
Ou bien les étendues de colza jaune d'or 
Que Clémence, à trois ans, saluait au passage 

{Refrain:} 
Si mon âme en partant, soudain se retrouvait 
Orpheline de tout ce qui l'émerveillait 
Je mourrais 
À regret 

Si mon âme en partant doit laisser sur la rive 
Le parfum de la terre après les giboulées 
Ou celui d'une ville au bitume lavé 
Quand, au petit matin, les balayeuses arrivent 
Ne peut-elle emporter cette fragrance vive 
Du jasmin qui poussait au Jardin de Tassin 
L'odeur de tel matou aux relents assassins 
Ou l'étrange senteur des amours en dérive ? 

{au Refrain} 

Si mon âme en faisant son ultime balade 
Devait abandonner les chansons de marins 
Et le frémissement des tambours africains 
La morsure dorée des musiques nomades 
Garderait-elle pas, comme une dérobade, 
Le rire de Baptiste éclaboussant le ciel 
Les larmes des pianos, les guitares fidèles 
Et les saxos du jazz aux obscures glissades ? 

{au Refrain} 

Si mon âme en fuyant doit oublier, sereine, 
Les enfants de mon corps et ceux de mes chansons 
Les fêtes célébrées dans certaines maisons 
Notre-Dame de dos, couchée près de la Seine 
S'il lui faut dépouiller l'amour avec la peine 
Et ne rien ressentir, pas même le regret 
De n'avoir pas été celle qu'on espérait 
Mais juste le brouillon d'une autre si lointaine 

Quand mon âme, en partant, depuis toujours saura 
Qu'on y va sans bagages à ce rendez-vous-là 
Croyez-moi 
Elle reviendra !",Sad
"Sous les étoiles, je ne savais pas 
Sous les étoiles, je n’oublierai pas 

C’était l’amour mélangé à la mort 
Moi, je l’aimais si fort 
Et puis j’attendais quoi ? 
Je voulais partager l’aventure 
Être le cavalier et la monture 
On invente des mots 
Parfois même on y croit 
L’autre est plus loin déjà 
Qui s’enfuit au galop 
Au fond de cette nuit 
Dans ce triste décor 
Il riait de la mort 
Moi, j’attendais la vie 

Sous les étoiles, je ne savais pas 
Sous les étoiles, je n’oublierai pas 

Moi, je rêvais, j’étais la nuit qui passe 
J’étais les grands espaces 
Il galopait sur moi 
Je croyais voyager plus longtemps 
Mais la vie n’est jamais où on l’attend 
Ce sourire de loup 
Que je voulais pour moi 
Quand j’y pense, parfois, 
Mon cœur bat comme un fou 
Si on pouvait savoir 
Comment la vie nous cogne 
Il n’y aurait plus personne 
Au magasin d’espoir 

Sous les étoiles, je ne savais pas 
Sous les étoiles, je n’oublierai pas",Sad
"Les mots
Pardon si j'en mets trop
Et si c'est un fardeau
Pour vos oreilles
Les mots
Chacun son p'tit pipeau
Chacun son p'tit grelot
Qui le réveille
Il faut
Bien détecter les faux
Les juger par défaut
Par défaillance
Credo,
Promesses de cadeau
Sauvetage ou radeau
De l'espérance

{Refrain:}
Sur mon chemin de mots {x2}
J'en ai vu de si beaux
Que j'en délire
Sur mon chemin de mots
J'en ai vu de si beaux
Que je ne saurais dire

Les mots
Sont comme des oiseaux
Venus dans mes rameaux
Dans mes bocages
Les mots
Ont planté des drapeaux
Sur tous mes chapiteaux
Toutes mes cages
Tantôt
Je suis comme un chameau
Je les mets sur mon dos
J'en suis avare
Tantôt
Je coule comme l'eau
Je vide mon tonneau
Je m'en sépare

{au Refrain}

Les mots
Sont aussi des bourreaux
Qui sentent le fagot
Parfois le soufre
Les mots
Me ramènent à zéro
Quand j'use mon stylo
Et que j'en souffre
Héros
Quand il faudrait plutôt
Déposer le couteau
Devenir tendre
Pâlots
Quand il faut illico
Brandir un calicot
Sans plus attendre

{au Refrain}

Les mots
Sont parfois des bateaux
Qui s'en vont à vau-l'eau
Sans équipage
Les mots
S'abîment dans les flots
D'un langage crado
Sans une image
Mégots
Qu'on jette au caniveau
Qui se perdent sitôt
Qu'on les oublie
Îlots
D'un monde qui, bientôt,
Tirera le rideau
Sur notre vie

{au Refrain}

Sur mon chemin de mots {x2}
J'en ai vu de si beaux
Que j'en délire
Sur mon chemin de mots
Vous êtes les plus beaux
Mais j'ai dû vous le dire ?",Sad
"Que dit le funambule en abordant son fil 
Ou qu’aimerait-il dire, ou bien que pense-t-il ? 
Il dit qu’il est fragile et que la terre est basse 
Il pense que son fil, faudrait pas qu’il se casse 
Il a peut-être peur ou bien peut-être pas 
Peut-être bien qu’il aime, quelque part, en bas 
Mais il n’y pense pas car c’est une autre histoire 
Il n’a plus de visage, il n’a plus de mémoire 

Mais il marche pourtant 
Il marche lentement 
Il ne veut pas penser 
Qu’on le ferait tomber 
Pour rien, pour voir, sans méchanceté 
Ce n’est pas méchant de souffler 
De s’amuser à balancer 
Le fil de sa vie {x2} 

Je suis le funambule et j’aborde mon fil 
Je le connais par cœur mais ce n’est pas facile 
Je suis toujours fragile et puis la terre est basse 
Je pense que mon fil, se pourrait bien qu’il casse 
Que j’ai peut-être peur ou bien peut-être pas 
Et puis que je vous aime, vous qui êtes en bas 
Que vous m’aimez peut-être, ou que je veux y croire 
Qu’il me reste mon cœur et toute ma mémoire 

Mais je marche pourtant 
Je marche lentement 
Je ne veux pas penser 
Qu’on me ferait tomber 
Pour rien, pour voir, sans méchanceté 
Ce n’est pas méchant de souffler 
De s’amuser à balancer 
Le fil de ma vie {x2}",Sad
"T'en souviens-tu, la Seine,
T'en souviens-tu comme ça me revient
Me revient la rengaine
De quand on n'avait rien
De quand on avait pour tous bagages
Tes deux quais pour m'y promener
Tes deux quais pour y mieux rêver ?
Tu étais, tu étais mes voyages
Et la mer, tu étais mes voiliers
Tu étais, pour moi, les paysages ignorés

Je te disais, la Seine,
Qu'on avait les yeux d' la même couleur
Quand j'avais de la peine
Quand j'égarais mon cœur
Quand je trouvais la ville trop noire
Tu dorais des plages pour moi
Tu mettais ton manteau de soie
Et pour moi qui ne voulais plus croire
Et pour moi, pour pas que je me noie,
Tu faisais d'un chagrin une histoire, une joie

Ils te diront, la Seine,
Que je n'ai plus le cœur à promener
Ou que, si je promène,
C'est loin de ton quartier
Ils te diront que je te délaisse
Et pourtant je n'ai pas changé
Non, je ne t'ai pas oubliée
Mon amie de toutes les tendresses
J'ai gardé dans mes yeux tes reflets
J'ai gardé tes couleurs, tes caresses pour rêver

T'en souviens-tu, la Seine,
T'en souviens-tu comme ça me revient
Me revient la rengaine
De quand on était bien ?
Et si j'ai vu d'autres paysages
Tes deux quais m'ont tant fait rêver
Attends-moi, j'y retournerai !
Tu seras mon premier grand voyage
Et le port où je viens relâcher
Fatiguée de tant d'autres rivages oubliés

T'en souviens-tu, la Seine,
T'en souviens-tu ?",Sad
"Tu avais le cheveu platine 
Tu n’avais pas très bonne mine 
Avec tes yeux de mendigot 
Et tu avais la voix fumeuse 
Tu avais la voix ténébreuse 
Et des accents de virago 
Pas de celles que tout distingue 
Tu balançais ton rire dingue 
Et de derrière les fagots 
Tu nous envoyais sans réclame 
Une amitié de haut de gamme 
Et qui sortait pas du frigo 

{Refrain:} 
Luce, il fallait bien un tango 
Pour éponger tous les sanglots 
Qui te sont restés dans la gorge 
Tu pleurais ton alter ego 
Avec cet air dégueulando 
Que les peines d’amour nous forgent 

Depuis la fenêtre d’en face 
Tu débarquas un jour de grâce 
Et me déclaras tout de go 
""Je vais crever de solitude 
Et loin d’en prendre l’habitude 
Il me vient comme un vertigo 
L’amour de ma vie trop volage 
A carrément tourné la page 
Et sur mon cœur mis l’embargo 
J’ai beau le noyer dans mon verre 
Je me gratte et je l’exaspère 
Et c’est comme un impétigo"" 

{au Refrain} 

Quelque temps, tu donnas le change 
Et les connards que tout dérange 
Les beaux fabricants de ragots 
En te voyant exubérante 
Dirent bien que si l’oiseau chante 
Il est heureux mais, distinguo ! 
Tu brûlais toujours pour le même 
Et s’il est vrai que, quand il aime 
Il se dresse sur ses ergots 
Dès qu’il n’aime plus, en revanche, 
L’homme qu’on tire par la manche 
Se conduit comme un saligaud 

{au Refrain} 

Enfin le dernier paragraphe 
Pour clôturer cette épitaphe 
J’aimerais le chanter largo 
Et qu’il résonne à tes oreilles 
Comme un carillon de bouteilles 
Si Dieu n’est pas un Ostrogoth 
Quand tu as compris, sans conteste, 
Que la vie ou ce qu’il en reste 
Ce n’est pas un jeu de Lego 
On t’a retrouvée dans ta turne 
Où tu avais préparé l’urne 
Qui te servirait de cargo 

Luce, tu aimais les tangos 
Je t’en écrirais à gogo 
Si je pensais que ça soulage 
Cette noyade sans radeau 
Et ce funèbre glissando 
Dont tu fis ton dernier voyage 

{au Refrain} 

Luce, il fallait bien un tango",Sad
"Tant de choses à vous dire 
Tant de choses, vraiment 
Et qu’il ne peut suffire 
De garder au-dedans 
Tant de choses à comprendre 
Tant de choses à rêver 
Des envies d’être tendre 
Et de vous bousculer 

Tant de choses à sourire 
Tant de choses à pleurer 
Tant de choses à construire 
Ou à laisser filer 
Des envies de surprises 
Et d’habitudes aussi 
Et puis que l’on vous dise 
""Êtes-vous bien assis ?"" 

Tant et tant, et tant 
Mais je prendrai le temps 

Tant et tant de colères 
De ne pouvoir casser 
Ce mur qui nous enserre 
Nous fait nous ignorer 
Ce mur fait de bêtise 
Et de tant de mépris 
Qu’on ne peut à sa guise 
Atteindre ses amis 

Tant de choses qui changent 
Et la vie qui va fort, 
La vie qui nous dérange 
Et qui nous donne tort 
Qui nous oblige, folle, 
À brûler nos vaisseaux 
Et puis qui nous console 
Avec un chant d’oiseau 

Tant et tant, et tant 
Mais je prendrai le temps 

Tant de choses qui manquent 
À ce monde en folie 
Que même les saltimbanques 
À leur tour ont envie 
De montrer qu’ils y pensent 
Et font plus qu’y penser 
Pour porter l’espérance 
Il est bon de chanter 

Tant de peur, tant de haine 
À nous brûler la peau 
Et ces gens qui deviennent 
Des loups pour le troupeau 
Tant de morts à la guerre 
Et tant de morts pour rien 
Et puis tant qui espèrent 
À travers leurs gamins 

Tant et tant, et tant 
Mais je prendrai le temps 

Tant de choses à vous dire 
Tant de choses, ma foi, 
Que ça peut nous conduire 
Encore loin cette fois 
Vous dire la fêlure 
Qui vient à pas légers 
Falsifier l’aventure 
Et la désenchanter 

Vous dire aussi l’attente 
De vous retrouver là 
La tendresse effarante 
Qui va de vous à moi 
Vous dire ""Quelle chance 
Que vous soyez venus 
Et que mon espérance 
Ne soit jamais déçue !"" 

{x2:} 
Tant et tant, et tant 
Mais je prendrai le temps",Sad
"Thérèse, il y a des années 
Où les pommiers n’ont pas de pommes 
J’écris pour que vous le sachiez 
La récolte n’est pas trop bonne 
Depuis longtemps vous m’écrivez 
Sans que, bien souvent, je réponde 
La chaleur de votre amitié 
M’a bien souvent rendue au monde 

Trop peu de pommes au pommier 
Me gardez-vous votre amitié ? {x2} 

Le chagrin que j’ai, cette fois, 
Savez-vous tellement me pèse 
Pour que vous me rendiez la foi 
C’est à vous que j’écris, Thérèse 
Cette année, je n’ai pas fleuri 
Ou si peu que j’en porte traces 
Que j’en ai les branches meurtries 
Que de partout mon bois se casse 

Trop peu de pommes au pommier 
Me gardez-vous votre amitié ? {x2} 

Certaines années, je le crois 
N’arrive pas assez de sève 
Souffle en tempête le vent froid 
S’en faut de peu que l’arbre crève 
J’ai honte d’écrire pour vous 
Dire que je ne peux écrire 
Les mots, soudain devenus fous, 
Au bout de ma ligne chavirent 

Trop peu de pommes au pommier 
Me gardez-vous votre amitié ? {x2} 

J’ai honte d’autant plus que je 
Crois que vous avez d’autres peines 
Auprès desquelles, pour un peu, 
Je n’oserais dire les miennes 
Si je ne vous ai pas écrit 
C’est pas que l’amitié s’effrite 
C’est pas qu’on retienne ses cris 
Mais que le temps passe trop vite 

Trop peu de pommes au pommier 
Me gardez-vous votre amitié ? {x2} 

C’est à vous que j’écris, voyez 
Mais j’aimerais tant qu’il vous plaise 
Que j’adresse aussi ce courrier 
À d’autres noms que vous, Thérèse 
D’autres qui m’écrivent parfois 
Pour me donner raison de vivre 
Qu’avec vous, jamais ils ne croient 
Que mon cœur cesse de les suivre 

Toutes les pommes du pommier 
Ne valent pas cette amitié {x2}",Sad
"{Refrain:}
Tiens-toi droit !
Si tu t'arrondis, tu auras l'air d'une arche
Tiens-toi droit !
Si tu t'arrondis, tu auras l'air de quoi ?

Tu auras l'air d'un pont même pas de pierre
L'air d'un pont de bois, l'air d'un pont d'acier
Tu auras l'air d'un tronc par d'ssus la rivière
Tu auras l'air d'un rien sur quoi j' peux marcher
L'air d'un trait d'union, l'air d'une passerelle
L'air de ce par quoi j' peux aller plus loin
L'air d'un fond sonore, l'air d'une ritournelle
L'air d'une musique dont j' n'ai pas besoin

{au Refrain}

Tu auras l'air d'un peu, l'air d'un plus grand-chose
L'air d'un intermède, d'une récréation
L'air d'un amant pour bibliothèque rose
D'un soupirant pour représentation
L'air d'un grand chemin comme tous les autres
Prêtant à mes pas son sol aplani
L'air d'un macadam, l'air d'un qui se vautre
Content, bien content de ses avanies

{au Refrain}

Mais moi je n' veux pas que tu t'arrondisses
Je veux contre toi toujours me heurter
Laisse, laisse-moi tous les précipices
Que sous mes pas l'amour va susciter
Je n' veux pas de pont, je veux des rivières
Je veux des torrents où tourbillonner
Je veux cette vie, je la veux entière
Même si mon cœur y doit suffoquer

Mais tiens-toi droit !
Ne t'arrondis pas, il faut que je marche
Tiens-toi droit !
Si tu t'arrondis, j'aurai l'air de quoi ?",Sad
"On va dire que j'exagère
Mais j' connais des étagères
Qui se prennent pour des gens
Tout bien rangé dans la tête
Tout bien muni d'étiquettes
Mon Dieu, que c'est dérangeant !
Quand ils sont à leur ouvrage
Il faudrait un grand courage
Pour leur parler sentiment
Dès qu'ils ont baissé la herse
Bien malin qui la traverse
Ou plutôt bien imprudent
Chez moi, c'est tout différent

Tout s' mélange, tout s' mélange
Quand j'ai peur, il faut qu' je mange
Quand j'ai soif, j'suis en amour
J'ai des sensations étranges
Des noirceurs dans mes oranges
Du venin dans mes velours

Bien sûr que je les admire
On ne me fera pas dire
Ce que j'ai l'air de penser
Mais là, nous avons affaire
Au choc de deux hémisphères
À deux mondes opposés
Moi, j' ressemble davantage
Aux épiceries de village
Qui offraient sur leurs rayons
Du fil, des harengs, des poires,
Des cornichons, des histoires,
Des tue-mouches, des crayons
Même pas en rangs d'oignons

Tout s' mélange, tout s' mélange
Quand j' déprime, il faut qu'je range
Quand ça va, je reste au lit
Mes réactions s'interchangent
Quand on m'aime, je me venge
On me déteste, je ris

Pourtant l'envie me tenaille
D'aller flanquer la pagaille
Dans leur monde bien rangé
Il se peut que je fracture
Le placard à confitures
Où leur cœur est encagé
Et si, comme je le suppose,
On m'envoyait sur les roses
Je les cueillerais pardi !
Mais si on me fait risette
Il se peut que je permette
Que l'on range mon fourbi
Et bravo qui réussit

Tout s' mélange, tout s' mélange
J'ai les plumes d'un archange
Et les serres d'un vautour
Pardon si ça vous dérange
C'est trop tard pour que ça change
Tout s' mélangera toujours

Tout s' mélange, tout s' mélange
J'ai des rêves sous la frange
Et des mots de tous les jours
Quant à moi, je m'en arrange
Tout s' mélange, tout s' mélange
Et s' mélangera toujours",Sad
